id,path,label
1081_no,dataset/dataset/val/no/1081.npy,no
1082_no,dataset/dataset/val/no/1082.npy,no
1083_no,dataset/dataset/val/no/1083.npy,no
1084_no,dataset/dataset/val/no/1084.npy,no
1085_no,dataset/dataset/val/no/1085.npy,no
1086_no,dataset/dataset/val/no/1086.npy,no
1087_no,dataset/dataset/val/no/1087.npy,no
1088_no,dataset/dataset/val/no/1088.npy,no
1089_no,dataset/dataset/val/no/1089.npy,no
109_no,dataset/dataset/val/no/109.npy,no
1090_no,dataset/dataset/val/no/1090.npy,no
1091_no,dataset/dataset/val/no/1091.npy,no
1092_no,dataset/dataset/val/no/1092.npy,no
1093_no,dataset/dataset/val/no/1093.npy,no
1094_no,dataset/dataset/val/no/1094.npy,no
1095_no,dataset/dataset/val/no/1095.npy,no
1096_no,dataset/dataset/val/no/1096.npy,no
1097_no,dataset/dataset/val/no/1097.npy,no
1098_no,dataset/dataset/val/no/1098.npy,no
1099_no,dataset/dataset/val/no/1099.npy,no
11_no,dataset/dataset/val/no/11.npy,no
110_no,dataset/dataset/val/no/110.npy,no
1100_no,dataset/dataset/val/no/1100.npy,no
1101_no,dataset/dataset/val/no/1101.npy,no
1102_no,dataset/dataset/val/no/1102.npy,no
1103_no,dataset/dataset/val/no/1103.npy,no
1104_no,dataset/dataset/val/no/1104.npy,no
1105_no,dataset/dataset/val/no/1105.npy,no
1106_no,dataset/dataset/val/no/1106.npy,no
1107_no,dataset/dataset/val/no/1107.npy,no
1108_no,dataset/dataset/val/no/1108.npy,no
1109_no,dataset/dataset/val/no/1109.npy,no
111_no,dataset/dataset/val/no/111.npy,no
1110_no,dataset/dataset/val/no/1110.npy,no
1111_no,dataset/dataset/val/no/1111.npy,no
1112_no,dataset/dataset/val/no/1112.npy,no
1113_no,dataset/dataset/val/no/1113.npy,no
1114_no,dataset/dataset/val/no/1114.npy,no
1115_no,dataset/dataset/val/no/1115.npy,no
1116_no,dataset/dataset/val/no/1116.npy,no
1117_no,dataset/dataset/val/no/1117.npy,no
1118_no,dataset/dataset/val/no/1118.npy,no
1119_no,dataset/dataset/val/no/1119.npy,no
112_no,dataset/dataset/val/no/112.npy,no
1120_no,dataset/dataset/val/no/1120.npy,no
1121_no,dataset/dataset/val/no/1121.npy,no
1122_no,dataset/dataset/val/no/1122.npy,no
1123_no,dataset/dataset/val/no/1123.npy,no
1124_no,dataset/dataset/val/no/1124.npy,no
1125_no,dataset/dataset/val/no/1125.npy,no
1126_no,dataset/dataset/val/no/1126.npy,no
1127_no,dataset/dataset/val/no/1127.npy,no
1128_no,dataset/dataset/val/no/1128.npy,no
1129_no,dataset/dataset/val/no/1129.npy,no
113_no,dataset/dataset/val/no/113.npy,no
1130_no,dataset/dataset/val/no/1130.npy,no
1131_no,dataset/dataset/val/no/1131.npy,no
1132_no,dataset/dataset/val/no/1132.npy,no
1133_no,dataset/dataset/val/no/1133.npy,no
1134_no,dataset/dataset/val/no/1134.npy,no
1135_no,dataset/dataset/val/no/1135.npy,no
1136_no,dataset/dataset/val/no/1136.npy,no
1137_no,dataset/dataset/val/no/1137.npy,no
1138_no,dataset/dataset/val/no/1138.npy,no
1139_no,dataset/dataset/val/no/1139.npy,no
114_no,dataset/dataset/val/no/114.npy,no
1140_no,dataset/dataset/val/no/1140.npy,no
1141_no,dataset/dataset/val/no/1141.npy,no
1142_no,dataset/dataset/val/no/1142.npy,no
1143_no,dataset/dataset/val/no/1143.npy,no
1144_no,dataset/dataset/val/no/1144.npy,no
1145_no,dataset/dataset/val/no/1145.npy,no
1146_no,dataset/dataset/val/no/1146.npy,no
1147_no,dataset/dataset/val/no/1147.npy,no
1148_no,dataset/dataset/val/no/1148.npy,no
1149_no,dataset/dataset/val/no/1149.npy,no
115_no,dataset/dataset/val/no/115.npy,no
1150_no,dataset/dataset/val/no/1150.npy,no
1151_no,dataset/dataset/val/no/1151.npy,no
1152_no,dataset/dataset/val/no/1152.npy,no
1153_no,dataset/dataset/val/no/1153.npy,no
1154_no,dataset/dataset/val/no/1154.npy,no
1155_no,dataset/dataset/val/no/1155.npy,no
1156_no,dataset/dataset/val/no/1156.npy,no
1157_no,dataset/dataset/val/no/1157.npy,no
1158_no,dataset/dataset/val/no/1158.npy,no
1159_no,dataset/dataset/val/no/1159.npy,no
116_no,dataset/dataset/val/no/116.npy,no
1160_no,dataset/dataset/val/no/1160.npy,no
1161_no,dataset/dataset/val/no/1161.npy,no
1162_no,dataset/dataset/val/no/1162.npy,no
1163_no,dataset/dataset/val/no/1163.npy,no
1164_no,dataset/dataset/val/no/1164.npy,no
1165_no,dataset/dataset/val/no/1165.npy,no
1166_no,dataset/dataset/val/no/1166.npy,no
1167_no,dataset/dataset/val/no/1167.npy,no
1168_no,dataset/dataset/val/no/1168.npy,no
1169_no,dataset/dataset/val/no/1169.npy,no
117_no,dataset/dataset/val/no/117.npy,no
1170_no,dataset/dataset/val/no/1170.npy,no
1171_no,dataset/dataset/val/no/1171.npy,no
1172_no,dataset/dataset/val/no/1172.npy,no
1173_no,dataset/dataset/val/no/1173.npy,no
1174_no,dataset/dataset/val/no/1174.npy,no
1175_no,dataset/dataset/val/no/1175.npy,no
1176_no,dataset/dataset/val/no/1176.npy,no
1177_no,dataset/dataset/val/no/1177.npy,no
1178_no,dataset/dataset/val/no/1178.npy,no
1179_no,dataset/dataset/val/no/1179.npy,no
118_no,dataset/dataset/val/no/118.npy,no
1180_no,dataset/dataset/val/no/1180.npy,no
1181_no,dataset/dataset/val/no/1181.npy,no
1182_no,dataset/dataset/val/no/1182.npy,no
1183_no,dataset/dataset/val/no/1183.npy,no
1184_no,dataset/dataset/val/no/1184.npy,no
1185_no,dataset/dataset/val/no/1185.npy,no
1186_no,dataset/dataset/val/no/1186.npy,no
1187_no,dataset/dataset/val/no/1187.npy,no
1188_no,dataset/dataset/val/no/1188.npy,no
1189_no,dataset/dataset/val/no/1189.npy,no
119_no,dataset/dataset/val/no/119.npy,no
1190_no,dataset/dataset/val/no/1190.npy,no
1191_no,dataset/dataset/val/no/1191.npy,no
1192_no,dataset/dataset/val/no/1192.npy,no
1193_no,dataset/dataset/val/no/1193.npy,no
1194_no,dataset/dataset/val/no/1194.npy,no
1195_no,dataset/dataset/val/no/1195.npy,no
1196_no,dataset/dataset/val/no/1196.npy,no
1197_no,dataset/dataset/val/no/1197.npy,no
1198_no,dataset/dataset/val/no/1198.npy,no
1199_no,dataset/dataset/val/no/1199.npy,no
12_no,dataset/dataset/val/no/12.npy,no
120_no,dataset/dataset/val/no/120.npy,no
1200_no,dataset/dataset/val/no/1200.npy,no
1201_no,dataset/dataset/val/no/1201.npy,no
1202_no,dataset/dataset/val/no/1202.npy,no
1203_no,dataset/dataset/val/no/1203.npy,no
1204_no,dataset/dataset/val/no/1204.npy,no
1205_no,dataset/dataset/val/no/1205.npy,no
1206_no,dataset/dataset/val/no/1206.npy,no
1207_no,dataset/dataset/val/no/1207.npy,no
1208_no,dataset/dataset/val/no/1208.npy,no
1209_no,dataset/dataset/val/no/1209.npy,no
121_no,dataset/dataset/val/no/121.npy,no
1210_no,dataset/dataset/val/no/1210.npy,no
1211_no,dataset/dataset/val/no/1211.npy,no
1212_no,dataset/dataset/val/no/1212.npy,no
1213_no,dataset/dataset/val/no/1213.npy,no
1214_no,dataset/dataset/val/no/1214.npy,no
1215_no,dataset/dataset/val/no/1215.npy,no
1216_no,dataset/dataset/val/no/1216.npy,no
1217_no,dataset/dataset/val/no/1217.npy,no
1218_no,dataset/dataset/val/no/1218.npy,no
1219_no,dataset/dataset/val/no/1219.npy,no
122_no,dataset/dataset/val/no/122.npy,no
1220_no,dataset/dataset/val/no/1220.npy,no
1221_no,dataset/dataset/val/no/1221.npy,no
1222_no,dataset/dataset/val/no/1222.npy,no
1223_no,dataset/dataset/val/no/1223.npy,no
1224_no,dataset/dataset/val/no/1224.npy,no
1225_no,dataset/dataset/val/no/1225.npy,no
1226_no,dataset/dataset/val/no/1226.npy,no
1227_no,dataset/dataset/val/no/1227.npy,no
1228_no,dataset/dataset/val/no/1228.npy,no
1229_no,dataset/dataset/val/no/1229.npy,no
123_no,dataset/dataset/val/no/123.npy,no
1230_no,dataset/dataset/val/no/1230.npy,no
1231_no,dataset/dataset/val/no/1231.npy,no
1232_no,dataset/dataset/val/no/1232.npy,no
1233_no,dataset/dataset/val/no/1233.npy,no
1234_no,dataset/dataset/val/no/1234.npy,no
1235_no,dataset/dataset/val/no/1235.npy,no
1236_no,dataset/dataset/val/no/1236.npy,no
1237_no,dataset/dataset/val/no/1237.npy,no
1238_no,dataset/dataset/val/no/1238.npy,no
1239_no,dataset/dataset/val/no/1239.npy,no
124_no,dataset/dataset/val/no/124.npy,no
1240_no,dataset/dataset/val/no/1240.npy,no
1241_no,dataset/dataset/val/no/1241.npy,no
1242_no,dataset/dataset/val/no/1242.npy,no
1243_no,dataset/dataset/val/no/1243.npy,no
1244_no,dataset/dataset/val/no/1244.npy,no
1245_no,dataset/dataset/val/no/1245.npy,no
1246_no,dataset/dataset/val/no/1246.npy,no
1247_no,dataset/dataset/val/no/1247.npy,no
1248_no,dataset/dataset/val/no/1248.npy,no
1249_no,dataset/dataset/val/no/1249.npy,no
125_no,dataset/dataset/val/no/125.npy,no
1250_no,dataset/dataset/val/no/1250.npy,no
1251_no,dataset/dataset/val/no/1251.npy,no
1252_no,dataset/dataset/val/no/1252.npy,no
1253_no,dataset/dataset/val/no/1253.npy,no
1254_no,dataset/dataset/val/no/1254.npy,no
1255_no,dataset/dataset/val/no/1255.npy,no
1256_no,dataset/dataset/val/no/1256.npy,no
1257_no,dataset/dataset/val/no/1257.npy,no
1258_no,dataset/dataset/val/no/1258.npy,no
1259_no,dataset/dataset/val/no/1259.npy,no
126_no,dataset/dataset/val/no/126.npy,no
1260_no,dataset/dataset/val/no/1260.npy,no
1261_no,dataset/dataset/val/no/1261.npy,no
1262_no,dataset/dataset/val/no/1262.npy,no
1263_no,dataset/dataset/val/no/1263.npy,no
1264_no,dataset/dataset/val/no/1264.npy,no
1265_no,dataset/dataset/val/no/1265.npy,no
1266_no,dataset/dataset/val/no/1266.npy,no
1267_no,dataset/dataset/val/no/1267.npy,no
1268_no,dataset/dataset/val/no/1268.npy,no
1269_no,dataset/dataset/val/no/1269.npy,no
127_no,dataset/dataset/val/no/127.npy,no
1270_no,dataset/dataset/val/no/1270.npy,no
1271_no,dataset/dataset/val/no/1271.npy,no
1272_no,dataset/dataset/val/no/1272.npy,no
1273_no,dataset/dataset/val/no/1273.npy,no
1274_no,dataset/dataset/val/no/1274.npy,no
1275_no,dataset/dataset/val/no/1275.npy,no
1276_no,dataset/dataset/val/no/1276.npy,no
1277_no,dataset/dataset/val/no/1277.npy,no
1278_no,dataset/dataset/val/no/1278.npy,no
1279_no,dataset/dataset/val/no/1279.npy,no
128_no,dataset/dataset/val/no/128.npy,no
1280_no,dataset/dataset/val/no/1280.npy,no
1281_no,dataset/dataset/val/no/1281.npy,no
1282_no,dataset/dataset/val/no/1282.npy,no
1283_no,dataset/dataset/val/no/1283.npy,no
1284_no,dataset/dataset/val/no/1284.npy,no
1285_no,dataset/dataset/val/no/1285.npy,no
1286_no,dataset/dataset/val/no/1286.npy,no
1287_no,dataset/dataset/val/no/1287.npy,no
1288_no,dataset/dataset/val/no/1288.npy,no
1289_no,dataset/dataset/val/no/1289.npy,no
129_no,dataset/dataset/val/no/129.npy,no
1290_no,dataset/dataset/val/no/1290.npy,no
1291_no,dataset/dataset/val/no/1291.npy,no
1292_no,dataset/dataset/val/no/1292.npy,no
1293_no,dataset/dataset/val/no/1293.npy,no
1294_no,dataset/dataset/val/no/1294.npy,no
1295_no,dataset/dataset/val/no/1295.npy,no
1296_no,dataset/dataset/val/no/1296.npy,no
1297_no,dataset/dataset/val/no/1297.npy,no
1298_no,dataset/dataset/val/no/1298.npy,no
1299_no,dataset/dataset/val/no/1299.npy,no
13_no,dataset/dataset/val/no/13.npy,no
130_no,dataset/dataset/val/no/130.npy,no
1300_no,dataset/dataset/val/no/1300.npy,no
1301_no,dataset/dataset/val/no/1301.npy,no
1302_no,dataset/dataset/val/no/1302.npy,no
1303_no,dataset/dataset/val/no/1303.npy,no
1304_no,dataset/dataset/val/no/1304.npy,no
1305_no,dataset/dataset/val/no/1305.npy,no
1306_no,dataset/dataset/val/no/1306.npy,no
1307_no,dataset/dataset/val/no/1307.npy,no
1308_no,dataset/dataset/val/no/1308.npy,no
1309_no,dataset/dataset/val/no/1309.npy,no
131_no,dataset/dataset/val/no/131.npy,no
1310_no,dataset/dataset/val/no/1310.npy,no
1311_no,dataset/dataset/val/no/1311.npy,no
1312_no,dataset/dataset/val/no/1312.npy,no
1313_no,dataset/dataset/val/no/1313.npy,no
1314_no,dataset/dataset/val/no/1314.npy,no
1315_no,dataset/dataset/val/no/1315.npy,no
1316_no,dataset/dataset/val/no/1316.npy,no
1317_no,dataset/dataset/val/no/1317.npy,no
1318_no,dataset/dataset/val/no/1318.npy,no
1319_no,dataset/dataset/val/no/1319.npy,no
132_no,dataset/dataset/val/no/132.npy,no
1320_no,dataset/dataset/val/no/1320.npy,no
1321_no,dataset/dataset/val/no/1321.npy,no
1322_no,dataset/dataset/val/no/1322.npy,no
1323_no,dataset/dataset/val/no/1323.npy,no
1324_no,dataset/dataset/val/no/1324.npy,no
1325_no,dataset/dataset/val/no/1325.npy,no
1326_no,dataset/dataset/val/no/1326.npy,no
1327_no,dataset/dataset/val/no/1327.npy,no
1328_no,dataset/dataset/val/no/1328.npy,no
1329_no,dataset/dataset/val/no/1329.npy,no
133_no,dataset/dataset/val/no/133.npy,no
1330_no,dataset/dataset/val/no/1330.npy,no
1331_no,dataset/dataset/val/no/1331.npy,no
1332_no,dataset/dataset/val/no/1332.npy,no
1333_no,dataset/dataset/val/no/1333.npy,no
1334_no,dataset/dataset/val/no/1334.npy,no
1335_no,dataset/dataset/val/no/1335.npy,no
1336_no,dataset/dataset/val/no/1336.npy,no
1337_no,dataset/dataset/val/no/1337.npy,no
1338_no,dataset/dataset/val/no/1338.npy,no
1339_no,dataset/dataset/val/no/1339.npy,no
134_no,dataset/dataset/val/no/134.npy,no
1340_no,dataset/dataset/val/no/1340.npy,no
1341_no,dataset/dataset/val/no/1341.npy,no
1342_no,dataset/dataset/val/no/1342.npy,no
1343_no,dataset/dataset/val/no/1343.npy,no
1344_no,dataset/dataset/val/no/1344.npy,no
1345_no,dataset/dataset/val/no/1345.npy,no
1346_no,dataset/dataset/val/no/1346.npy,no
1347_no,dataset/dataset/val/no/1347.npy,no
1348_no,dataset/dataset/val/no/1348.npy,no
1349_no,dataset/dataset/val/no/1349.npy,no
135_no,dataset/dataset/val/no/135.npy,no
1350_no,dataset/dataset/val/no/1350.npy,no
1351_no,dataset/dataset/val/no/1351.npy,no
1352_no,dataset/dataset/val/no/1352.npy,no
1353_no,dataset/dataset/val/no/1353.npy,no
1354_no,dataset/dataset/val/no/1354.npy,no
1355_no,dataset/dataset/val/no/1355.npy,no
1356_no,dataset/dataset/val/no/1356.npy,no
1357_no,dataset/dataset/val/no/1357.npy,no
1358_no,dataset/dataset/val/no/1358.npy,no
1359_no,dataset/dataset/val/no/1359.npy,no
136_no,dataset/dataset/val/no/136.npy,no
1360_no,dataset/dataset/val/no/1360.npy,no
1361_no,dataset/dataset/val/no/1361.npy,no
1362_no,dataset/dataset/val/no/1362.npy,no
1363_no,dataset/dataset/val/no/1363.npy,no
1364_no,dataset/dataset/val/no/1364.npy,no
1365_no,dataset/dataset/val/no/1365.npy,no
1366_no,dataset/dataset/val/no/1366.npy,no
1367_no,dataset/dataset/val/no/1367.npy,no
1368_no,dataset/dataset/val/no/1368.npy,no
1369_no,dataset/dataset/val/no/1369.npy,no
137_no,dataset/dataset/val/no/137.npy,no
1370_no,dataset/dataset/val/no/1370.npy,no
1371_no,dataset/dataset/val/no/1371.npy,no
1372_no,dataset/dataset/val/no/1372.npy,no
1373_no,dataset/dataset/val/no/1373.npy,no
1374_no,dataset/dataset/val/no/1374.npy,no
1375_no,dataset/dataset/val/no/1375.npy,no
1376_no,dataset/dataset/val/no/1376.npy,no
1377_no,dataset/dataset/val/no/1377.npy,no
1378_no,dataset/dataset/val/no/1378.npy,no
1379_no,dataset/dataset/val/no/1379.npy,no
138_no,dataset/dataset/val/no/138.npy,no
1380_no,dataset/dataset/val/no/1380.npy,no
1381_no,dataset/dataset/val/no/1381.npy,no
1382_no,dataset/dataset/val/no/1382.npy,no
1383_no,dataset/dataset/val/no/1383.npy,no
1384_no,dataset/dataset/val/no/1384.npy,no
1385_no,dataset/dataset/val/no/1385.npy,no
1386_no,dataset/dataset/val/no/1386.npy,no
1387_no,dataset/dataset/val/no/1387.npy,no
1388_no,dataset/dataset/val/no/1388.npy,no
1389_no,dataset/dataset/val/no/1389.npy,no
139_no,dataset/dataset/val/no/139.npy,no
1390_no,dataset/dataset/val/no/1390.npy,no
1391_no,dataset/dataset/val/no/1391.npy,no
1392_no,dataset/dataset/val/no/1392.npy,no
1393_no,dataset/dataset/val/no/1393.npy,no
1394_no,dataset/dataset/val/no/1394.npy,no
1395_no,dataset/dataset/val/no/1395.npy,no
1396_no,dataset/dataset/val/no/1396.npy,no
1397_no,dataset/dataset/val/no/1397.npy,no
1398_no,dataset/dataset/val/no/1398.npy,no
1399_no,dataset/dataset/val/no/1399.npy,no
14_no,dataset/dataset/val/no/14.npy,no
140_no,dataset/dataset/val/no/140.npy,no
1400_no,dataset/dataset/val/no/1400.npy,no
1401_no,dataset/dataset/val/no/1401.npy,no
1402_no,dataset/dataset/val/no/1402.npy,no
1403_no,dataset/dataset/val/no/1403.npy,no
1404_no,dataset/dataset/val/no/1404.npy,no
1405_no,dataset/dataset/val/no/1405.npy,no
1406_no,dataset/dataset/val/no/1406.npy,no
1407_no,dataset/dataset/val/no/1407.npy,no
1408_no,dataset/dataset/val/no/1408.npy,no
1409_no,dataset/dataset/val/no/1409.npy,no
141_no,dataset/dataset/val/no/141.npy,no
1410_no,dataset/dataset/val/no/1410.npy,no
1411_no,dataset/dataset/val/no/1411.npy,no
1412_no,dataset/dataset/val/no/1412.npy,no
1413_no,dataset/dataset/val/no/1413.npy,no
1414_no,dataset/dataset/val/no/1414.npy,no
1415_no,dataset/dataset/val/no/1415.npy,no
1416_no,dataset/dataset/val/no/1416.npy,no
1417_no,dataset/dataset/val/no/1417.npy,no
1418_no,dataset/dataset/val/no/1418.npy,no
1419_no,dataset/dataset/val/no/1419.npy,no
142_no,dataset/dataset/val/no/142.npy,no
1420_no,dataset/dataset/val/no/1420.npy,no
1421_no,dataset/dataset/val/no/1421.npy,no
1422_no,dataset/dataset/val/no/1422.npy,no
1423_no,dataset/dataset/val/no/1423.npy,no
1424_no,dataset/dataset/val/no/1424.npy,no
1425_no,dataset/dataset/val/no/1425.npy,no
1426_no,dataset/dataset/val/no/1426.npy,no
1427_no,dataset/dataset/val/no/1427.npy,no
1428_no,dataset/dataset/val/no/1428.npy,no
1429_no,dataset/dataset/val/no/1429.npy,no
143_no,dataset/dataset/val/no/143.npy,no
1430_no,dataset/dataset/val/no/1430.npy,no
1431_no,dataset/dataset/val/no/1431.npy,no
1432_no,dataset/dataset/val/no/1432.npy,no
1433_no,dataset/dataset/val/no/1433.npy,no
1434_no,dataset/dataset/val/no/1434.npy,no
1435_no,dataset/dataset/val/no/1435.npy,no
1436_no,dataset/dataset/val/no/1436.npy,no
1437_no,dataset/dataset/val/no/1437.npy,no
1438_no,dataset/dataset/val/no/1438.npy,no
1439_no,dataset/dataset/val/no/1439.npy,no
144_no,dataset/dataset/val/no/144.npy,no
1440_no,dataset/dataset/val/no/1440.npy,no
1441_no,dataset/dataset/val/no/1441.npy,no
1442_no,dataset/dataset/val/no/1442.npy,no
1443_no,dataset/dataset/val/no/1443.npy,no
1444_no,dataset/dataset/val/no/1444.npy,no
1445_no,dataset/dataset/val/no/1445.npy,no
1446_no,dataset/dataset/val/no/1446.npy,no
1447_no,dataset/dataset/val/no/1447.npy,no
1448_no,dataset/dataset/val/no/1448.npy,no
1449_no,dataset/dataset/val/no/1449.npy,no
145_no,dataset/dataset/val/no/145.npy,no
1450_no,dataset/dataset/val/no/1450.npy,no
1451_no,dataset/dataset/val/no/1451.npy,no
1452_no,dataset/dataset/val/no/1452.npy,no
1453_no,dataset/dataset/val/no/1453.npy,no
1454_no,dataset/dataset/val/no/1454.npy,no
1455_no,dataset/dataset/val/no/1455.npy,no
1456_no,dataset/dataset/val/no/1456.npy,no
1457_no,dataset/dataset/val/no/1457.npy,no
1458_no,dataset/dataset/val/no/1458.npy,no
1459_no,dataset/dataset/val/no/1459.npy,no
146_no,dataset/dataset/val/no/146.npy,no
1460_no,dataset/dataset/val/no/1460.npy,no
1461_no,dataset/dataset/val/no/1461.npy,no
1462_no,dataset/dataset/val/no/1462.npy,no
1463_no,dataset/dataset/val/no/1463.npy,no
1464_no,dataset/dataset/val/no/1464.npy,no
1465_no,dataset/dataset/val/no/1465.npy,no
1466_no,dataset/dataset/val/no/1466.npy,no
1467_no,dataset/dataset/val/no/1467.npy,no
1468_no,dataset/dataset/val/no/1468.npy,no
1469_no,dataset/dataset/val/no/1469.npy,no
147_no,dataset/dataset/val/no/147.npy,no
1470_no,dataset/dataset/val/no/1470.npy,no
1471_no,dataset/dataset/val/no/1471.npy,no
1472_no,dataset/dataset/val/no/1472.npy,no
1473_no,dataset/dataset/val/no/1473.npy,no
1474_no,dataset/dataset/val/no/1474.npy,no
1475_no,dataset/dataset/val/no/1475.npy,no
1476_no,dataset/dataset/val/no/1476.npy,no
1477_no,dataset/dataset/val/no/1477.npy,no
1478_no,dataset/dataset/val/no/1478.npy,no
1479_no,dataset/dataset/val/no/1479.npy,no
148_no,dataset/dataset/val/no/148.npy,no
1480_no,dataset/dataset/val/no/1480.npy,no
1481_no,dataset/dataset/val/no/1481.npy,no
1482_no,dataset/dataset/val/no/1482.npy,no
1483_no,dataset/dataset/val/no/1483.npy,no
1484_no,dataset/dataset/val/no/1484.npy,no
1485_no,dataset/dataset/val/no/1485.npy,no
1486_no,dataset/dataset/val/no/1486.npy,no
1487_no,dataset/dataset/val/no/1487.npy,no
1488_no,dataset/dataset/val/no/1488.npy,no
1489_no,dataset/dataset/val/no/1489.npy,no
149_no,dataset/dataset/val/no/149.npy,no
1490_no,dataset/dataset/val/no/1490.npy,no
1491_no,dataset/dataset/val/no/1491.npy,no
1492_no,dataset/dataset/val/no/1492.npy,no
1493_no,dataset/dataset/val/no/1493.npy,no
1494_no,dataset/dataset/val/no/1494.npy,no
1495_no,dataset/dataset/val/no/1495.npy,no
1496_no,dataset/dataset/val/no/1496.npy,no
1497_no,dataset/dataset/val/no/1497.npy,no
1498_no,dataset/dataset/val/no/1498.npy,no
1499_no,dataset/dataset/val/no/1499.npy,no
15_no,dataset/dataset/val/no/15.npy,no
150_no,dataset/dataset/val/no/150.npy,no
1500_no,dataset/dataset/val/no/1500.npy,no
1501_no,dataset/dataset/val/no/1501.npy,no
1502_no,dataset/dataset/val/no/1502.npy,no
1503_no,dataset/dataset/val/no/1503.npy,no
1504_no,dataset/dataset/val/no/1504.npy,no
1505_no,dataset/dataset/val/no/1505.npy,no
